"year","zone","dwelling","count"
"1988","S01001867","Flat",1
"1991","S01001867","Flat",1
"1980","S01001867","Flat",0
"1981","S01001867","Flat",1
"1989","S01001867","Flat",3
"1982","S01001867","Flat",0
"1992","S01001867","Flat",0
"1983","S01001867","Flat",0
"2004","S01001867","Flat",0
"1984","S01001867","Flat",0
"2005","S01001867","Flat",0
"1990","S01001867","Flat",0
"2003","S01001867","Flat",0
"1985","S01001867","Flat",0
"2002","S01001867","Flat",0
"1998","S01001867","Flat",0
"1999","S01001867","Flat",0
"1986","S01001867","Flat",0
"2000","S01001867","Flat",0
"2001","S01001867","Flat",1
"1993","S01001867","Flat",0
"1987","S01001867","House",0
"1994","S01001867","House",5
"2004","S01001867","House",4
"2000","S01001867","House",4
"1991","S01001867","House",4
"1985","S01001867","House",2
"1995","S01001867","House",6
"1996","S01001867","House",2
"2005","S01001867","House",1
"1988","S01001867","House",7
"1997","S01001867","House",4
"1990","S01001867","House",4
"1992","S01001867","House",9
"2001","S01001867","House",6
"1999","S01001867","House",2
"1980","S01001867","House",1
"1989","S01001867","House",6
"2003","S01001867","House",2
"1981","S01001867","House",1
"1993","S01001867","House",3
"1986","S01001867","House",1
"1982","S01001867","House",5
"2002","S01001867","House",7
"1998","S01001867","House",4
"1983","S01001867","House",1
"1984","S01001867","House",1
"2004","S01001868","All",0
"2005","S01001868","All",0
"2003","S01001868","All",0
"2002","S01001868","All",0
"1998","S01001868","All",0
"1999","S01001868","All",0
"2000","S01001868","All",0
"2001","S01001868","All",0
"1993","S01001868","All",0
"1994","S01001868","All",0
"1995","S01001868","All",1
"1996","S01001868","All",0
"1997","S01001868","All",0
"1980","S01001868","All",0
"1981","S01001868","All",0
"1982","S01001868","All",0
"1983","S01001868","All",0
"1984","S01001868","All",0
"1985","S01001868","All",0
"1986","S01001868","All",0
"1987","S01001868","All",0
"1988","S01001868","All",0
"1989","S01001868","All",0
"1990","S01001868","All",0
"1991","S01001868","All",0
"1992","S01001868","All",0
"1994","S01001868","Flat",0
"1987","S01001868","Flat",0
"1995","S01001868","Flat",1
"1996","S01001868","Flat",0
"1997","S01001868","Flat",0
"1988","S01001868","Flat",0
"1991","S01001868","Flat",0
"1980","S01001868","Flat",0
"1981","S01001868","Flat",0
"1989","S01001868","Flat",0
"1982","S01001868","Flat",0
"1992","S01001868","Flat",0
"1983","S01001868","Flat",0
"2004","S01001868","Flat",0
"1984","S01001868","Flat",0
"2005","S01001868","Flat",0
"1990","S01001868","Flat",0
"2003","S01001868","Flat",0
"1985","S01001868","Flat",0
"2002","S01001868","Flat",0
"1998","S01001868","Flat",0
"1999","S01001868","Flat",0
"1986","S01001868","Flat",0
"2000","S01001868","Flat",0
"2001","S01001868","Flat",0
"1993","S01001868","Flat",0
"1987","S01001868","House",0
"1994","S01001868","House",0
"2004","S01001868","House",0
"2000","S01001868","House",0
"1991","S01001868","House",0
"1985","S01001868","House",0
"1995","S01001868","House",0
"1996","S01001868","House",0
"2005","S01001868","House",0
"1988","S01001868","House",0
"1997","S01001868","House",0
"1990","S01001868","House",0
"1992","S01001868","House",0
"2001","S01001868","House",0
"1999","S01001868","House",0
"1980","S01001868","House",0
"1989","S01001868","House",0
"2003","S01001868","House",0
"1981","S01001868","House",0
"1993","S01001868","House",0
"1986","S01001868","House",0
"1982","S01001868","House",0
"2002","S01001868","House",0
"1998","S01001868","House",0
"1983","S01001868","House",0
"1984","S01001868","House",0
"2004","S01001869","All",0
"2005","S01001869","All",0
"2003","S01001869","All",1
"2002","S01001869","All",0
"1998","S01001869","All",0
"1999","S01001869","All",1
"2000","S01001869","All",0
"2001","S01001869","All",0
"1993","S01001869","All",0
"1994","S01001869","All",0
"1995","S01001869","All",0
"1996","S01001869","All",0
"1997","S01001869","All",0
"1980","S01001869","All",0
"1981","S01001869","All",0
"1982","S01001869","All",0
"1983","S01001869","All",0
"1984","S01001869","All",0
"1985","S01001869","All",0
"1986","S01001869","All",0
"1987","S01001869","All",0
"1988","S01001869","All",0
"1989","S01001869","All",0
"1990","S01001869","All",0
"1991","S01001869","All",0
"1992","S01001869","All",0
"1994","S01001869","Flat",0
"1987","S01001869","Flat",0
"1995","S01001869","Flat",0
"1996","S01001869","Flat",0
"1997","S01001869","Flat",0
"1988","S01001869","Flat",0
"1991","S01001869","Flat",0
"1980","S01001869","Flat",0
"1981","S01001869","Flat",0
"1989","S01001869","Flat",0
"1982","S01001869","Flat",0
"1992","S01001869","Flat",0
"1983","S01001869","Flat",0
"2004","S01001869","Flat",0
"1984","S01001869","Flat",0
"2005","S01001869","Flat",0
"1990","S01001869","Flat",0
"2003","S01001869","Flat",0
"1985","S01001869","Flat",0
"2002","S01001869","Flat",0
"1998","S01001869","Flat",0
"1999","S01001869","Flat",1
"1986","S01001869","Flat",0
"2000","S01001869","Flat",0
"2001","S01001869","Flat",0
"1993","S01001869","Flat",0
"1987","S01001869","House",0
"1994","S01001869","House",0
"2004","S01001869","House",0
"2000","S01001869","House",0
"1991","S01001869","House",0
"1985","S01001869","House",0
"1995","S01001869","House",0
"1996","S01001869","House",0
"2005","S01001869","House",0
"1988","S01001869","House",0
"1997","S01001869","House",0
"1990","S01001869","House",0
"1992","S01001869","House",0
"2001","S01001869","House",0
"1999","S01001869","House",0
"1980","S01001869","House",0
"1989","S01001869","House",0
"2003","S01001869","House",1
"1981","S01001869","House",0
"1993","S01001869","House",0
"1986","S01001869","House",0
"1982","S01001869","House",0
"2002","S01001869","House",0
"1998","S01001869","House",0
"1983","S01001869","House",0
"1984","S01001869","House",0
"2004","S01001870","All",1
"2005","S01001870","All",1
"2003","S01001870","All",3
"2002","S01001870","All",2
"1998","S01001870","All",0
"1999","S01001870","All",0
"2000","S01001870","All",3
"2001","S01001870","All",3
"1993","S01001870","All",4
"1994","S01001870","All",2
"1995","S01001870","All",4
"1996","S01001870","All",1
"1997","S01001870","All",5
"1980","S01001870","All",3
"1981","S01001870","All",5
"1982","S01001870","All",7
"1983","S01001870","All",4
"1984","S01001870","All",7
"1985","S01001870","All",6
"1986","S01001870","All",11
"1987","S01001870","All",3
"1988","S01001870","All",3
"1989","S01001870","All",15
"1990","S01001870","All",14
"1991","S01001870","All",8
"1992","S01001870","All",9
"1994","S01001870","Flat",0
"1987","S01001870","Flat",0
"1995","S01001870","Flat",0
"1996","S01001870","Flat",1
"1997","S01001870","Flat",1
"1988","S01001870","Flat",1
"1991","S01001870","Flat",2
"1980","S01001870","Flat",0
"1981","S01001870","Flat",0
"1989","S01001870","Flat",3
"1982","S01001870","Flat",0
"1992","S01001870","Flat",2
"1983","S01001870","Flat",0
"2004","S01001870","Flat",1
"1984","S01001870","Flat",0
"2005","S01001870","Flat",0
"1990","S01001870","Flat",1
"2003","S01001870","Flat",0
"1985","S01001870","Flat",0
"2002","S01001870","Flat",0
"1998","S01001870","Flat",0
"1999","S01001870","Flat",0
"1986","S01001870","Flat",0
"2000","S01001870","Flat",0
"2001","S01001870","Flat",0
"1993","S01001870","Flat",0
"1987","S01001870","House",3
"1994","S01001870","House",2
"2004","S01001870","House",0
"2000","S01001870","House",3
"1991","S01001870","House",6
"1985","S01001870","House",6
"1995","S01001870","House",4
"1996","S01001870","House",0
"2005","S01001870","House",1
"1988","S01001870","House",2
"1997","S01001870","House",4
"1990","S01001870","House",13
"1992","S01001870","House",7
"2001","S01001870","House",3
"1999","S01001870","House",0
"1980","S01001870","House",3
"1989","S01001870","House",12
"2003","S01001870","House",3
"1981","S01001870","House",5
"1993","S01001870","House",4
"1986","S01001870","House",11
"1982","S01001870","House",7
"2002","S01001870","House",2
"1998","S01001870","House",0
"1983","S01001870","House",4
"1984","S01001870","House",7
"2004","S01001871","All",2
"2005","S01001871","All",1
"2003","S01001871","All",5
"2002","S01001871","All",1
"1998","S01001871","All",0
"1999","S01001871","All",3
"2000","S01001871","All",6
"2001","S01001871","All",2
"1993","S01001871","All",4
"1994","S01001871","All",2
"1995","S01001871","All",3
"1996","S01001871","All",1
"1997","S01001871","All",3
"1980","S01001871","All",1
"1981","S01001871","All",9
"1982","S01001871","All",9
"1983","S01001871","All",11
"1984","S01001871","All",12
"1985","S01001871","All",9
"1986","S01001871","All",4
"1987","S01001871","All",16
"1988","S01001871","All",23
"1989","S01001871","All",14
"1990","S01001871","All",16
"1991","S01001871","All",7
"1992","S01001871","All",8
"1994","S01001871","Flat",1
"1987","S01001871","Flat",12
"1995","S01001871","Flat",2
"1996","S01001871","Flat",1
"1997","S01001871","Flat",2
"1988","S01001871","Flat",20
"1991","S01001871","Flat",6
"1980","S01001871","Flat",0
"1981","S01001871","Flat",3
"1989","S01001871","Flat",13
"1982","S01001871","Flat",4
"1992","S01001871","Flat",7
"1983","S01001871","Flat",9
"2004","S01001871","Flat",1
"1984","S01001871","Flat",6
"2005","S01001871","Flat",1
"1990","S01001871","Flat",14
"2003","S01001871","Flat",5
"1985","S01001871","Flat",4
"2002","S01001871","Flat",1
"1998","S01001871","Flat",0
"1999","S01001871","Flat",3
"1986","S01001871","Flat",1
"2000","S01001871","Flat",5
"2001","S01001871","Flat",1
"1993","S01001871","Flat",2
"1987","S01001871","House",4
"1994","S01001871","House",1
"2004","S01001871","House",1
"2000","S01001871","House",1
"1991","S01001871","House",1
"1985","S01001871","House",5
"1995","S01001871","House",1
"1996","S01001871","House",0
"2005","S01001871","House",0
"1988","S01001871","House",3
"1997","S01001871","House",1
"1990","S01001871","House",2
"1992","S01001871","House",1
"2001","S01001871","House",1
"1999","S01001871","House",0
"1980","S01001871","House",1
"1989","S01001871","House",1
"2003","S01001871","House",0
"1981","S01001871","House",6
"1993","S01001871","House",2
"1986","S01001871","House",3
"1982","S01001871","House",5
"2002","S01001871","House",0
"1998","S01001871","House",0
"1983","S01001871","House",2
"1984","S01001871","House",6
"2004","S01001872","All",2
"2005","S01001872","All",4
"2003","S01001872","All",1
"2002","S01001872","All",1
"1998","S01001872","All",5
"1999","S01001872","All",4
"2000","S01001872","All",3
"2001","S01001872","All",1
"1993","S01001872","All",3
"1994","S01001872","All",1
"1995","S01001872","All",4
"1996","S01001872","All",1
"1997","S01001872","All",4
"1980","S01001872","All",2
"1981","S01001872","All",10
"1982","S01001872","All",3
"1983","S01001872","All",4
"1984","S01001872","All",15
"1985","S01001872","All",6
"1986","S01001872","All",6
"1987","S01001872","All",3
"1988","S01001872","All",5
"1989","S01001872","All",14
"1990","S01001872","All",12
"1991","S01001872","All",12
"1992","S01001872","All",6
"1994","S01001872","Flat",0
"1987","S01001872","Flat",0
"1995","S01001872","Flat",1
"1996","S01001872","Flat",0
"1997","S01001872","Flat",0
"1988","S01001872","Flat",0
"1991","S01001872","Flat",0
"1980","S01001872","Flat",0
"1981","S01001872","Flat",0
"1989","S01001872","Flat",0
"1982","S01001872","Flat",0
"1992","S01001872","Flat",1
"1983","S01001872","Flat",0
"2004","S01001872","Flat",0
"1984","S01001872","Flat",2
"2005","S01001872","Flat",0
"1990","S01001872","Flat",0
"2003","S01001872","Flat",0
"1985","S01001872","Flat",0
"2002","S01001872","Flat",0
"1998","S01001872","Flat",1
"1999","S01001872","Flat",0
"1986","S01001872","Flat",0
"2000","S01001872","Flat",0
"2001","S01001872","Flat",0
"1993","S01001872","Flat",0
"1987","S01001872","House",3
"1994","S01001872","House",1
"2004","S01001872","House",2
"2000","S01001872","House",3
"1991","S01001872","House",12
"1985","S01001872","House",6
"1995","S01001872","House",3
"1996","S01001872","House",1
"2005","S01001872","House",4
"1988","S01001872","House",5
"1997","S01001872","House",4
"1990","S01001872","House",12
"1992","S01001872","House",5
"2001","S01001872","House",1
"1999","S01001872","House",4
"1980","S01001872","House",2
"1989","S01001872","House",14
"2003","S01001872","House",1
"1981","S01001872","House",10
"1993","S01001872","House",3
"1986","S01001872","House",6
"1982","S01001872","House",3
"2002","S01001872","House",1
"1998","S01001872","House",4
"1983","S01001872","House",4
"1984","S01001872","House",13
"2004","S01001873","All",1
"2005","S01001873","All",0
"2003","S01001873","All",0
"2002","S01001873","All",0
"1998","S01001873","All",0
"1999","S01001873","All",0
"2000","S01001873","All",0
"2001","S01001873","All",0
"1993","S01001873","All",1
"1994","S01001873","All",0
"1995","S01001873","All",0
"1996","S01001873","All",0
"1997","S01001873","All",0
"1980","S01001873","All",0
"1981","S01001873","All",0
"1982","S01001873","All",0
"1983","S01001873","All",0
"1984","S01001873","All",0
"1985","S01001873","All",0
"1986","S01001873","All",0
"1987","S01001873","All",0
"1988","S01001873","All",0
"1989","S01001873","All",0
"1990","S01001873","All",0
"1991","S01001873","All",0
"1992","S01001873","All",0
"1994","S01001873","Flat",0
"1987","S01001873","Flat",0
"1995","S01001873","Flat",0
"1996","S01001873","Flat",0
"1997","S01001873","Flat",0
"1988","S01001873","Flat",0
"1991","S01001873","Flat",0
"1980","S01001873","Flat",0
"1981","S01001873","Flat",0
"1989","S01001873","Flat",0
"1982","S01001873","Flat",0
"1992","S01001873","Flat",0
"1983","S01001873","Flat",0
"2004","S01001873","Flat",1
"1984","S01001873","Flat",0
"2005","S01001873","Flat",0
"1990","S01001873","Flat",0
"2003","S01001873","Flat",0
"1985","S01001873","Flat",0
"2002","S01001873","Flat",0
"1998","S01001873","Flat",0
"1999","S01001873","Flat",0
"1986","S01001873","Flat",0
"2000","S01001873","Flat",0
"2001","S01001873","Flat",0
"1993","S01001873","Flat",0
"1987","S01001873","House",0
"1994","S01001873","House",0
"2004","S01001873","House",0
"2000","S01001873","House",0
"1991","S01001873","House",0
"1985","S01001873","House",0
"1995","S01001873","House",0
"1996","S01001873","House",0
"2005","S01001873","House",0
"1988","S01001873","House",0
"1997","S01001873","House",0
"1990","S01001873","House",0
"1992","S01001873","House",0
"2001","S01001873","House",0
"1999","S01001873","House",0
"1980","S01001873","House",0
"1989","S01001873","House",0
"2003","S01001873","House",0
"1981","S01001873","House",0
"1993","S01001873","House",1
"1986","S01001873","House",0
"1982","S01001873","House",0
"2002","S01001873","House",0
"1998","S01001873","House",0
"1983","S01001873","House",0
"1984","S01001873","House",0
"2004","S01001874","All",2
"2005","S01001874","All",0
"2003","S01001874","All",2
"2002","S01001874","All",3
"1998","S01001874","All",3
"1999","S01001874","All",2
"2000","S01001874","All",3
"2001","S01001874","All",2
"1993","S01001874","All",0
"1994","S01001874","All",1
"1995","S01001874","All",1
"1996","S01001874","All",3
"1997","S01001874","All",0
"1980","S01001874","All",0
"1981","S01001874","All",0
"1982","S01001874","All",1
"1983","S01001874","All",0
"1984","S01001874","All",1
"1985","S01001874","All",0
"1986","S01001874","All",0
"1987","S01001874","All",0
"1988","S01001874","All",1
"1989","S01001874","All",2
"1990","S01001874","All",3
"1991","S01001874","All",2
"1992","S01001874","All",0
"1994","S01001874","Flat",1
"1987","S01001874","Flat",0
"1995","S01001874","Flat",1
"1996","S01001874","Flat",3
"1997","S01001874","Flat",0
"1988","S01001874","Flat",1
"1991","S01001874","Flat",2
"1980","S01001874","Flat",0
"1981","S01001874","Flat",0
"1989","S01001874","Flat",2
"1982","S01001874","Flat",1
"1992","S01001874","Flat",0
"1983","S01001874","Flat",0
"2004","S01001874","Flat",2
"1984","S01001874","Flat",1
"2005","S01001874","Flat",0
"1990","S01001874","Flat",3
"2003","S01001874","Flat",2
"1985","S01001874","Flat",0
"2002","S01001874","Flat",3
"1998","S01001874","Flat",3
"1999","S01001874","Flat",2
"1986","S01001874","Flat",0
"2000","S01001874","Flat",3
"2001","S01001874","Flat",2
"1993","S01001874","Flat",0
"1987","S01001874","House",0
"1994","S01001874","House",0
"2004","S01001874","House",0
"2000","S01001874","House",0
"1991","S01001874","House",0
"1985","S01001874","House",0
"1995","S01001874","House",0
"1996","S01001874","House",0
"2005","S01001874","House",0
"1988","S01001874","House",0
"1997","S01001874","House",0
"1990","S01001874","House",0
"1992","S01001874","House",0
"2001","S01001874","House",0
"1999","S01001874","House",0
"1980","S01001874","House",0
